epoch,acc,loss,val_acc,val_loss
0,0.11659731113956466,3.8347583598577715,0.1823,3.4256028694152834
1,0.23735190521934038,3.103499445058656,0.2929,2.8358343864440916
2,0.3202449567723343,2.695049595840459,0.3499,2.5536078628540038
3,0.376460934998399,2.41354218408766,0.4124,2.2599471160888673
4,0.42034902337496,2.213892080598331,0.4353,2.1678534706115724
5,0.45290986231187963,2.072605546452928,0.441,2.1728066291809083
6,0.4781860390650016,1.9519166779983819,0.4816,1.9371345106124878
7,0.49901937239833494,1.8542050701511468,0.5217,1.7847637811660766
8,0.5185718860070445,1.7731963173914826,0.5185,1.7861226488113404
9,0.5347422350304195,1.7061554836684834,0.5288,1.7566262798309327
10,0.5489913544668588,1.6494250991884196,0.5391,1.7111509897232056
11,0.5633805635606788,1.5877202715279772,0.5507,1.6740370710372925
12,0.5719660582772975,1.5506088831391887,0.5642,1.6161421577453614
13,0.5767090938200449,1.5160870083699882,0.5409,1.7446473129272462
14,0.5895773294908742,1.4694803830640575,0.5532,1.655309831237793
15,0.5982428754402818,1.4387355127893424,0.5708,1.5899431398391723
16,0.60370637207813,1.408352292236746,0.5652,1.615781411933899
17,0.6123318924111432,1.3698450428837199,0.5629,1.6352580673217774
18,0.6155139289145053,1.3476177995265237,0.5886,1.5197499034881592
19,0.6233989753442203,1.3282660550503176,0.5742,1.5952006052017211
20,0.6319844700608389,1.3012289948238993,0.58,1.5749450393676758
21,0.6371477745757285,1.2748575543425917,0.5932,1.506237324142456
22,0.6416306436119116,1.2589554192925965,0.5858,1.551400044441223
23,0.6430515529939161,1.2455556126615004,0.5877,1.559515566444397
24,0.6491154338776817,1.2252264850192294,0.5915,1.5189450807571412
25,0.6543788024335575,1.203554161611063,0.5838,1.5842813566207885
26,0.6573807236631444,1.1926677235227114,0.5903,1.517270116996765
27,0.6618035542747358,1.174741490162835,0.605,1.5139503736495972
28,0.6624439641370478,1.1661255108290973,0.5813,1.5825212087631226
29,0.6669468459814281,1.148148701010016,0.5906,1.5818865333557128
30,0.6726705091258406,1.1241055223715064,0.6112,1.475202918434143
31,0.6727505603586296,1.125325306634509,0.6131,1.468832654762268
32,0.6756724303554275,1.1080738734519524,0.5778,1.6978900873184204
33,0.6830971821966059,1.0903730304280115,0.6053,1.5155434837341308
34,0.6858989753442203,1.080621648304286,0.6009,1.537336287879944
35,0.6846781940441883,1.0717332522875982,0.6074,1.5014120216369629
36,0.6882804995196926,1.0596979497298193,0.6095,1.4995530820846557
37,0.6909422030099264,1.047790255200737,0.5964,1.5579747665405272
38,0.6932837015690042,1.042825328475422,0.6103,1.4772824184417725
39,0.6969060198527057,1.0306642783440116,0.603,1.555876435470581
40,0.6984470060838937,1.0214421921077157,0.5981,1.5805149923324584
41,0.6986271213576689,1.0220906003484198,0.6012,1.5555596965789795
42,0.7021493756003843,1.0062274014457389,0.6082,1.5439853281021119
43,0.7038504642971501,0.9999179057192429,0.6025,1.5509194608688355
44,0.7073527057316683,0.9884107271582127,0.6047,1.5351356956481934
45,0.7105747678514249,0.9788028964086332,0.6131,1.5260778053283692
46,0.7087335894972783,0.9737423589280734,0.6136,1.5131187227249145
47,0.7112552033301313,0.9668352066077295,0.6049,1.5380437532424927
48,0.7138968940121678,0.9559454268421304,0.6123,1.5207753601074219
49,0.7163784822286263,0.9510423792618572,0.6197,1.4702388202667236
50,0.7199407620877362,0.9395354447974023,0.6027,1.545173489189148
51,0.7212015690041627,0.9388160221362167,0.6129,1.5264136690139771
52,0.7194204290746078,0.9358929890567891,0.6128,1.5061058488845824
53,0.725784502081332,0.9166602825759658,0.6132,1.535246298789978
54,0.7251440922190202,0.916794191481706,0.6202,1.5191390214920044
55,0.7271053474223503,0.9128799645174707,0.6161,1.5570138986587525
56,0.7277657700928595,0.9079655335379303,0.619,1.5118450370788574
57,0.7319484470060839,0.8978981502423331,0.6211,1.492357495880127
58,0.7313680755683638,0.894535891852469,0.6124,1.5444943965911866
59,0.7312880243355747,0.8870251135989484,0.609,1.5881825998306274
60,0.7358709574127441,0.8773920107185554,0.6176,1.5126571250915528
61,0.7368515850144092,0.8766930391686947,0.6272,1.477383679008484
